"","test","order","auc","SumsOfSqs","MeanSqs","F.model","R2","Pval","N.taxa","F.model.scale"
"58","auc58",58,58,0.58340373908604,0.58340373908604,2.17104900008919,0.0198866734356232,0.039,20,0.68656729689418
"59","auc59",59,59,0.574314337866828,0.574314337866828,2.13853077792149,0.0195946451054306,0.038,21,0.651193233070934
"60","auc60",60,60,0.602415984841462,0.602415984841462,2.23450785848147,0.0204560619376469,0.035,22,0.755599290566598
"61","auc61",61,61,0.604200327433392,0.604200327433392,2.25472683351838,0.020637338986295,0.034,23,0.777593952811903
"62","auc62",62,62,0.589651519689336,0.589651519689336,2.21976199627797,0.0203238127945528,0.035,24,0.739558405304622
"63","auc63",63,63,0.610484633698123,0.610484633698123,2.26862456582935,0.020761902832067,0.033,25,0.792712223030716
"64","auc64",64,64,0.610484633698123,0.610484633698123,2.26862456582935,0.020761902832067,0.033,25,0.792712223030716
"65","auc65",65,65,0.646516576852369,0.646516576852369,2.28964040145051,0.0209502052805741,0.027,26,0.815573728396161
"66","auc66",66,66,0.621889064427398,0.621889064427398,2.10595059043408,0.0193018857270166,0.027,27,0.615751761959462
"67","auc67",67,67,0.617305061568981,0.617305061568981,2.07861068578788,0.0190560795807671,0.029,28,0.586010790054895
"68","auc68",68,68,0.602689121355142,0.602689121355142,1.96026259928989,0.0179906192636385,0.038,30,0.457269042011319
"69","auc69",69,69,0.612006256298744,0.612006256298744,1.98845786532208,0.0182446646577864,0.033,31,0.487940495542583
"70","auc70",70,70,0.623934311310176,0.623934311310176,1.99572469242297,0.0183101190258127,0.035,32,0.495845515821179
"71","auc71",71,71,0.616554297680379,0.616554297680379,1.97719672355899,0.0181432151221004,0.037,33,0.475690368663077
"72","auc72",72,72,0.621669409006971,0.621669409006971,1.9693060869201,0.018072117347882,0.036,34,0.46710675413979
"73","auc73",73,73,0.624110902366553,0.624110902366553,1.98339536442698,0.0181990601209914,0.034,35,0.482433391591913
"74","auc74",74,74,0.619103754171972,0.619103754171972,1.95750529587563,0.0179657683108658,0.036,37,0.454269584462468
"75","auc75",75,75,0.615884575212032,0.615884575212032,1.94564571713993,0.0178588662661332,0.037,38,0.44136846419365
"76","auc76",76,76,0.640319886137684,0.640319886137684,2.00913301869814,0.0184308687085285,0.031,39,0.510431398990768
"77","auc77",77,77,0.635479395455143,0.635479395455143,2.00203064103271,0.0183669114167775,0.03,41,0.502705270559204
"78","auc78",78,78,0.632661365027514,0.632661365027514,1.96097090782153,0.0179970028853769,0.036,43,0.458039556188734
"79","auc79",79,79,0.66460308313511,0.66460308313511,2.06166285924647,0.0189036440963423,0.027,45,0.567574557758749
"80","auc80",80,80,0.653957839774789,0.653957839774789,2.02367684134497,0.018561810608258,0.029,47,0.526252501014411
"81","auc81",81,81,0.648471827758242,0.648471827758242,2.01038210374227,0.018442115924601,0.029,49,0.511790182193723
"82","auc82",82,82,0.653964837416619,0.653964837416619,2.0105564124493,0.0184436854431071,0.031,52,0.511979799181259
"83","auc83",83,83,0.676007380589745,0.676007380589745,2.06225089217721,0.0189089338914894,0.028,55,0.568214233393997
"84","auc84",84,84,0.679578448429616,0.679578448429616,2.01205155790379,0.0184571478946532,0.031,59,0.513606252511315
"85","auc85",85,85,0.756137595542502,0.756137595542502,2.11908792495524,0.0194199563545895,0.022,63,0.630042854117648
"86","auc86",86,86,0.755382432171674,0.755382432171674,2.08844650506363,0.0191445251259187,0.024,68,0.596710418620683
"87","auc87",87,87,0.738838380344516,0.738838380344516,1.97952637194156,0.0181642042119502,0.032,73,0.478224613313537
"88","auc88",88,88,0.771860430242302,0.771860430242302,1.96222644837485,0.0180083182248899,0.025,79,0.459405361841845
"89","auc89",89,89,0.788699447927068,0.788699447927068,2.00174449748937,0.0183643345041645,0.023,87,0.502393997085745
"90","auc90",90,90,0.802275284501147,0.802275284501147,1.97420957345928,0.0181163009228203,0.023,97,0.472440878646932
"91","auc91",91,91,0.860042445970632,0.860042445970632,2.05050467703614,0.0188032571065023,0.015,108,0.555436432629275
"92","auc92",92,92,0.894572129002379,0.894572129002379,2.09771109041624,0.0192278194423138,0.01,122,0.606788645894891
"93","auc93",93,93,0.908615633589138,0.908615633589138,2.09203269281019,0.0191767688360991,0.009,137,0.600611555453276
"94","auc94",94,94,0.917513808510998,0.917513808510998,2.07307885693933,0.0190063293221821,0.009,153,0.579993140450957
"95","auc95",95,95,0.938895609071945,0.938895609071945,2.06186245874281,0.0189054396491972,0.007,173,0.567791686643787
"96","auc96",96,96,1.05557430164644,1.05557430164644,2.21721881497727,0.0203010005110404,0.003,203,0.736791874675082
"97","auc97",97,97,1.07120878021493,1.07120878021493,2.09715292730434,0.0192228016133634,0.004,252,0.606181463329911
"98","auc98",98,98,1.08680783603219,1.08680783603219,2.07267616407474,0.0190027075246313,0.004,332,0.579555081967329
"99","auc99",99,99,1.12588990507782,1.12588990507782,2.04718333979977,0.0187733720129257,0.002,507,0.551823406222975
"100","auc100",100,100,1.21771348914487,1.21771348914487,1.89380742731886,0.017391323455954,0.001,2699,0.384977590081236
