ab_comp,centrality_type,conditioning,corr_prop,corr_type,file_number,filename,infile1,metric,min_count,runtime,select_iter,select_total,threshold,weighted,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163
FALSE,betweenness,hellinger,both,spearman,1,brome_total_bad_removed-1.csv,brome_total_bad_removed.csv,graph_centrality,3,285732.2102,1,128,0.2,TRUE,fun.s__Gibberella_sp_SB5_2,bac.Otu4083,bac.Otu5330,bac.Otu5711,bac.Otu6078,fun.s__Exophiala_sp_KL_2011f,bac.Otu4238,bac.Otu6532,bac.Otu6602,bac.Otu5270,bac.Otu5222,bac.Otu6245,bac.Otu6544,bac.Otu4350,bac.Otu5515,fun.s__oat_root_associated_euascomycete_00015,bac.Otu5714,bac.Otu6586,bac.Otu4727,bac.Otu6311,bac.Otu6264,bac.Otu6390,bac.Otu5737,bac.Otu5172,bac.Otu5588,bac.Otu3097,bac.Otu6520,bac.Otu6747,bac.Otu5981,bac.Otu6569,bac.Otu5349,bac.Otu6360,bac.Otu6283,bac.Otu6231,bac.Otu4477,bac.Otu4668,bac.Otu4677,bac.Otu3874,bac.Otu6448,bac.Otu4383,bac.Otu6413,fun.s__Helotiales_sp_CWG_F5_E16,bac.Otu6641,bac.Otu6399,bac.Otu6671,bac.Otu6677,bac.Otu6663,bac.Otu6430,bac.Otu6646,bac.Otu5989,bac.Otu4019,fun.unknown_p__Ascomycota_OTU_230,bac.Otu5899,bac.Otu6062,fun.s__Thelebolus_globosus,fun.unknown_p__Ascomycota_OTU_409,bac.Otu4390,bac.Otu3650,fun.s__uncultured_Phialophora,bac.Otu6188,fun.s__Pleosporales_sp_REF125,bac.Otu5912,bac.Otu3121,bac.Otu4451,fun.s_g__Phialophora_unc,bac.Otu6719,bac.Otu6579,bac.Otu6491,fun.unknown_p__Ascomycota_OTU_5,fun.s_g_f__Davidiellaceae_unc_unc,bac.Otu6697,bac.Otu6575,bac.Otu4431,bac.Otu6165,bac.Otu6353,fun.s__Paecilomyces_sp_MD201,fun.s_g__Davidiella_unc,bac.Otu6338,bac.Otu3901,fun.unknown_fungi_OTU_78,fun.unknown_fungi_OTU_117,bac.Otu0163,fun.s__Gliomastix_sp_HSAUP063167,bac.Otu5660,bac.Otu6267,fun.unknown_fungi_OTU_6,bac.Otu6684,bac.Otu6342,fun.unknown_p__Ascomycota_OTU_203,bac.Otu5087,bac.Otu4020,bac.Otu0627,bac.Otu5798,bac.Otu5378,bac.Otu6204,bac.Otu6664,bac.Otu0728,bac.Otu4285,bac.Otu6690,bac.Otu6477,bac.Otu5100,bac.Otu4807,bac.Otu3065,fun.s__Hygrocybe_persistens,bac.Otu5354,fun.s__soil_fungal_sp_SA9_6,bac.Otu5315,bac.Otu3880,bac.Otu3140,fun.s__Myrmecridium_schulzeri,fun.s__Mycena_speirea,bac.Otu6195,fun.s_g_f__Hygrophoraceae_unc_unc,fun.unknown_p__Ascomycota_OTU_318,fun.s__Nectria_ramulariae,bac.Otu1643,fun.unknown_o__Helotiales_OTU_67,bac.Otu6124,bac.Otu5833,fun.unknown_p__Ascomycota_OTU_7,bac.Otu5257,bac.Otu6217,bac.Otu0767,fun.unknown_p__Ascomycota_OTU_134,fun.s__Cladophialophora_sp_olrim407,bac.Otu5174,bac.Otu4023,fun.unknown_p__Ascomycota_OTU_778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,betweenness,hellinger,both,spearman,2,brome_total_bad_removed-2.csv,brome_total_bad_removed.csv,graph_centrality,3,45409.0203,4,128,0.2,TRUE,fun.s__Gibberella_sp_SB5_2,bac.Otu4083,bac.Otu6078,bac.Otu5330,bac.Otu5711,fun.s__Exophiala_sp_KL_2011f,bac.Otu4238,bac.Otu6532,bac.Otu6602,bac.Otu5222,bac.Otu5270,bac.Otu6245,bac.Otu6544,fun.s__oat_root_associated_euascomycete_00015,bac.Otu4350,bac.Otu5515,bac.Otu5714,bac.Otu6586,bac.Otu4727,bac.Otu6264,bac.Otu6311,bac.Otu6390,bac.Otu5737,bac.Otu5588,bac.Otu5172,bac.Otu6520,bac.Otu3097,bac.Otu6747,bac.Otu5981,bac.Otu6569,bac.Otu5349,bac.Otu6360,bac.Otu6283,bac.Otu6231,bac.Otu4668,bac.Otu4477,bac.Otu4677,bac.Otu3874,bac.Otu6448,bac.Otu6413,bac.Otu4383,fun.s__Helotiales_sp_CWG_F5_E16,bac.Otu6399,bac.Otu6641,bac.Otu6671,bac.Otu6663,bac.Otu6677,bac.Otu5899,bac.Otu6646,bac.Otu5989,fun.s__Thelebolus_globosus,bac.Otu6430,bac.Otu4019,bac.Otu6062,fun.unknown_p__Ascomycota_OTU_230,bac.Otu3650,fun.unknown_p__Ascomycota_OTU_409,bac.Otu4390,fun.s__uncultured_Phialophora,fun.s__Pleosporales_sp_REF125,bac.Otu6188,bac.Otu6719,fun.s_g__Phialophora_unc,fun.unknown_p__Ascomycota_OTU_5,bac.Otu5912,bac.Otu6579,bac.Otu3121,bac.Otu4451,bac.Otu6491,fun.s_g_f__Davidiellaceae_unc_unc,bac.Otu6575,bac.Otu6697,bac.Otu4431,fun.s__Paecilomyces_sp_MD201,bac.Otu6165,bac.Otu3901,bac.Otu6353,fun.s_g__Davidiella_unc,fun.unknown_fungi_OTU_78,bac.Otu6267,bac.Otu6338,fun.unknown_fungi_OTU_117,bac.Otu0627,bac.Otu6684,bac.Otu0163,fun.s__Gliomastix_sp_HSAUP063167,bac.Otu5660,fun.unknown_fungi_OTU_6,bac.Otu6342,bac.Otu5087,bac.Otu4020,fun.unknown_p__Ascomycota_OTU_203,bac.Otu5798,bac.Otu5378,bac.Otu0728,bac.Otu6204,bac.Otu6664,bac.Otu4285,bac.Otu4807,bac.Otu6690,bac.Otu6477,bac.Otu5100,bac.Otu3065,fun.s__Myrmecridium_schulzeri,fun.s__Hygrocybe_persistens,bac.Otu6626,bac.Otu5354,bac.Otu6195,fun.s__soil_fungal_sp_SA9_6,bac.Otu5315,bac.Otu3880,bac.Otu3140,fun.s__Mycena_speirea,fun.s_g_f__Hygrophoraceae_unc_unc,fun.unknown_p__Ascomycota_OTU_134,fun.unknown_p__Ascomycota_OTU_7,fun.unknown_p__Ascomycota_OTU_318,fun.s__Nectria_ramulariae,bac.Otu5257,bac.Otu4023,fun.s__Cladophialophora_sp_olrim407,bac.Otu1643,bac.Otu5174,fun.unknown_p__Ascomycota_OTU_44,fun.unknown_o__Helotiales_OTU_67,bac.Otu6124,fun.unknown_p__Ascomycota_OTU_778,bac.Otu5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,betweenness,hellinger,both,spearman,3,brome_total_bad_removed-3.csv,brome_total_bad_removed.csv,graph_centrality,3,22653.62832,16,128,0.2,TRUE,fun.s__Gibberella_sp_SB5_2,bac.Otu4083,bac.Otu6078,bac.Otu5330,bac.Otu5711,fun.s__Exophiala_sp_KL_2011f,bac.Otu4238,bac.Otu6532,bac.Otu6602,bac.Otu5270,bac.Otu5222,bac.Otu6245,fun.s__oat_root_associated_euascomycete_00015,bac.Otu4350,bac.Otu6544,bac.Otu5515,bac.Otu5714,bac.Otu6586,bac.Otu4727,bac.Otu6264,bac.Otu6311,bac.Otu6390,bac.Otu5737,bac.Otu6520,bac.Otu5172,bac.Otu3097,bac.Otu6747,bac.Otu5588,bac.Otu6569,bac.Otu5981,bac.Otu4668,bac.Otu6360,bac.Otu5349,bac.Otu6231,bac.Otu4677,bac.Otu6283,bac.Otu4477,bac.Otu6448,bac.Otu3874,bac.Otu6413,bac.Otu4383,fun.s__Helotiales_sp_CWG_F5_E16,bac.Otu6641,bac.Otu6399,bac.Otu5989,bac.Otu6677,bac.Otu6671,bac.Otu6663,bac.Otu6430,bac.Otu6646,bac.Otu4019,bac.Otu5899,fun.unknown_p__Ascomycota_OTU_230,fun.s__Thelebolus_globosus,bac.Otu6062,bac.Otu3650,fun.s__Pleosporales_sp_REF125,fun.unknown_p__Ascomycota_OTU_409,bac.Otu4451,bac.Otu6575,bac.Otu6579,bac.Otu4390,fun.s__uncultured_Phialophora,bac.Otu6188,bac.Otu3121,bac.Otu5912,bac.Otu6719,fun.s_g__Phialophora_unc,bac.Otu6491,fun.unknown_p__Ascomycota_OTU_5,bac.Otu4431,fun.s__Paecilomyces_sp_MD201,fun.s_g_f__Davidiellaceae_unc_unc,bac.Otu6165,bac.Otu6353,bac.Otu6697,fun.unknown_fungi_OTU_117,bac.Otu3901,fun.unknown_fungi_OTU_6,fun.unknown_fungi_OTU_78,bac.Otu0163,fun.s__Gliomastix_sp_HSAUP063167,fun.s_g__Davidiella_unc,bac.Otu6267,bac.Otu6338,bac.Otu5660,bac.Otu6684,fun.unknown_p__Ascomycota_OTU_203,bac.Otu6477,bac.Otu5798,bac.Otu5087,bac.Otu4020,bac.Otu6664,bac.Otu0728,bac.Otu4807,bac.Otu6342,bac.Otu0627,bac.Otu5378,bac.Otu4285,bac.Otu6204,bac.Otu6690,bac.Otu5100,fun.s__Myrmecridium_schulzeri,fun.s__soil_fungal_sp_SA9_6,fun.s__Hygrocybe_persistens,bac.Otu5354,bac.Otu3880,bac.Otu5315,bac.Otu6626,bac.Otu6195,bac.Otu3065,fun.unknown_p__Ascomycota_OTU_7,bac.Otu3140,fun.unknown_p__Ascomycota_OTU_134,fun.s_g_f__Hygrophoraceae_unc_unc,fun.s__Mycena_speirea,bac.Otu5257,bac.Otu4023,fun.unknown_p__Ascomycota_OTU_778,bac.Otu2741,fun.unknown_o__Helotiales_OTU_67,fun.unknown_p__Ascomycota_OTU_95,bac.Otu0122,fun.unknown_p__Ascomycota_OTU_44,bac.Otu5174,bac.Otu6746,bac.Otu6712,bac.Otu0852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,betweenness,hellinger,both,spearman,4,brome_total_bad_removed-4.csv,brome_total_bad_removed.csv,graph_centrality,3,5755.006222,64,128,0.2,TRUE,fun.s__Gibberella_sp_SB5_2,bac.Otu4083,bac.Otu6078,bac.Otu5330,bac.Otu5711,fun.s__Exophiala_sp_KL_2011f,bac.Otu4238,bac.Otu6532,bac.Otu6602,bac.Otu5270,bac.Otu5222,bac.Otu6245,fun.s__oat_root_associated_euascomycete_00015,bac.Otu4350,bac.Otu6544,bac.Otu5515,bac.Otu5714,bac.Otu6586,bac.Otu5737,bac.Otu6264,bac.Otu6311,bac.Otu6569,bac.Otu6747,bac.Otu6520,bac.Otu6390,bac.Otu4668,bac.Otu4727,bac.Otu3097,bac.Otu6413,bac.Otu5588,bac.Otu5172,bac.Otu4677,bac.Otu5981,bac.Otu6430,bac.Otu3874,bac.Otu4019,bac.Otu6360,bac.Otu6399,bac.Otu6448,bac.Otu5989,bac.Otu6283,bac.Otu6641,fun.s__Pleosporales_sp_REF125,bac.Otu6231,fun.unknown_p__Ascomycota_OTU_230,bac.Otu6677,fun.unknown_p__Ascomycota_OTU_409,bac.Otu5349,fun.s__Helotiales_sp_CWG_F5_E16,fun.unknown_fungi_OTU_6,bac.Otu3650,fun.s__Thelebolus_globosus,bac.Otu6719,bac.Otu4390,fun.s_g_f__Davidiellaceae_unc_unc,bac.Otu6646,bac.Otu4477,bac.Otu5899,fun.unknown_p__Ascomycota_OTU_5,bac.Otu6663,fun.s__Paecilomyces_sp_MD201,bac.Otu6338,bac.Otu6491,fun.unknown_fungi_OTU_117,bac.Otu0163,bac.Otu4383,bac.Otu6671,bac.Otu6062,bac.Otu6188,bac.Otu5912,fun.s__uncultured_Phialophora,fun.s__Gliomastix_sp_HSAUP063167,fun.s_g__Phialophora_unc,bac.Otu6579,bac.Otu3121,bac.Otu4451,bac.Otu3901,bac.Otu4431,fun.unknown_fungi_OTU_78,bac.Otu6697,bac.Otu6353,bac.Otu6575,bac.Otu6165,fun.s_g__Davidiella_unc,bac.Otu6684,bac.Otu5660,bac.Otu6267,bac.Otu5798,fun.unknown_p__Ascomycota_OTU_203,bac.Otu6342,bac.Otu4285,bac.Otu6477,bac.Otu6664,bac.Otu6712,bac.Otu6204,bac.Otu4020,bac.Otu0627,bac.Otu5087,fun.s__Myrmecridium_schulzeri,bac.Otu4807,fun.s__soil_fungal_sp_SA9_6,bac.Otu5315,fun.unknown_p__Ascomycota_OTU_95,fun.unknown_p__Ascomycota_OTU_7,bac.Otu3140,bac.Otu5100,bac.Otu0728,bac.Otu2741,bac.Otu3065,fun.unknown_fungi_OTU_826,bac.Otu0122,bac.Otu5378,bac.Otu5257,bac.Otu6690,fun.s__Mycena_speirea,bac.Otu3880,bac.Otu6195,bac.Otu6626,bac.Otu5174,fun.s__Hygrocybe_persistens,fun.unknown_p__Ascomycota_OTU_736,fun.unknown_o__Helotiales_OTU_67,fun.s_g__Gibberella_unc,bac.Otu6494,bac.Otu6624,bac.Otu0852,fun.unknown_fungi_OTU_80,bac.Otu6434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,betweenness,hellinger,both,spearman,5,brome_total_bad_removed-5.csv,brome_total_bad_removed.csv,graph_centrality,3,3058.628396,128,128,0.2,TRUE,fun.s__Gibberella_sp_SB5_2,bac.Otu4083,bac.Otu6078,bac.Otu5330,bac.Otu5711,fun.s__Exophiala_sp_KL_2011f,bac.Otu4238,bac.Otu6532,bac.Otu6602,bac.Otu5270,bac.Otu5222,bac.Otu6245,fun.s__oat_root_associated_euascomycete_00015,bac.Otu4350,bac.Otu6544,bac.Otu5515,bac.Otu5714,bac.Otu6586,bac.Otu5737,bac.Otu6264,bac.Otu6311,bac.Otu6569,bac.Otu6747,bac.Otu6520,bac.Otu6390,bac.Otu4668,bac.Otu4727,bac.Otu3097,bac.Otu6413,bac.Otu5588,bac.Otu5172,bac.Otu4677,bac.Otu5981,bac.Otu6430,bac.Otu3874,bac.Otu4019,bac.Otu6360,bac.Otu6399,bac.Otu6448,bac.Otu5989,bac.Otu6283,bac.Otu6641,fun.s__Pleosporales_sp_REF125,bac.Otu6231,fun.unknown_p__Ascomycota_OTU_230,bac.Otu6677,fun.unknown_p__Ascomycota_OTU_409,bac.Otu5349,fun.s__Helotiales_sp_CWG_F5_E16,fun.unknown_fungi_OTU_6,bac.Otu3650,fun.s__Thelebolus_globosus,bac.Otu6719,bac.Otu4390,fun.s_g_f__Davidiellaceae_unc_unc,bac.Otu6646,bac.Otu4477,bac.Otu5899,fun.unknown_p__Ascomycota_OTU_5,bac.Otu6663,fun.s__Paecilomyces_sp_MD201,bac.Otu6338,bac.Otu6491,fun.unknown_fungi_OTU_117,bac.Otu6062,fun.s_g__Phialophora_unc,bac.Otu3901,fun.unknown_fungi_OTU_78,bac.Otu4383,fun.unknown_p__Ascomycota_OTU_95,bac.Otu6671,bac.Otu4431,bac.Otu6712,bac.Otu4451,fun.s__uncultured_Phialophora,bac.Otu6575,bac.Otu6353,bac.Otu3121,bac.Otu6579,bac.Otu5912,bac.Otu0627,bac.Otu6684,fun.s_g__Davidiella_unc,bac.Otu3065,fun.unknown_fungi_OTU_826,bac.Otu3140,bac.Otu6267,bac.Otu6165,bac.Otu5100,fun.unknown_p__Ascomycota_OTU_736,bac.Otu6188,fun.unknown_p__Ascomycota_OTU_203,fun.unknown_p__Ascomycota_OTU_7,fun.s__Myrmecridium_schulzeri,bac.Otu6204,bac.Otu0122,bac.Otu5660,bac.Otu5798,fun.s__Gliomastix_sp_HSAUP063167,bac.Otu2741,fun.unknown_p__Ascomycota_OTU_73,bac.Otu4807,bac.Otu5174,bac.Otu5315,bac.Otu4020,bac.Otu3880,bac.Otu6697,fun.unknown_fungi_OTU_80,fun.s_g__Gibberella_unc,bac.Otu6477,bac.Otu6690,fun.s__soil_fungal_sp_SA9_6,bac.Otu6624,bac.Otu5257,bac.Otu5087,bac.Otu4231,bac.Otu5378,bac.Otu6626,bac.Otu4285,bac.Otu6729,fun.unknown_p__Ascomycota_OTU_260,bac.Otu0017,bac.Otu6494,bac.Otu0852,fun.unknown_p__Ascomycota_OTU_137,fun.unknown_c__Sordariomycetes_OTU_55,fun.s__Hygrocybe_persistens,bac.Otu6217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,closeness,hellinger,both,spearman,6,brome_total_bad_removed-6.csv,brome_total_bad_removed.csv,graph_centrality,3,503953.7377,1,128,0.2,TRUE,bac.Otu5330,bac.Otu6078,bac.Otu5711,fun.s__Gibberella_sp_SB5_2,bac.Otu6532,bac.Otu4238,fun.s__Exophiala_sp_KL_2011f,bac.Otu5222,bac.Otu5270,bac.Otu6264,bac.Otu6520,bac.Otu3097,fun.unknown_p__Ascomycota_OTU_5,bac.Otu6245,bac.Otu6602,bac.Otu5714,bac.Otu6283,bac.Otu4350,bac.Otu5588,bac.Otu6390,bac.Otu6413,bac.Otu5737,bac.Otu4477,fun.s__oat_root_associated_euascomycete_00015,bac.Otu6569,bac.Otu6311,bac.Otu5515,bac.Otu6747,bac.Otu5981,bac.Otu3874,bac.Otu3121,bac.Otu6544,bac.Otu6491,bac.Otu4383,fun.s__Thelebolus_globosus,fun.s__Myrmecridium_schulzeri,bac.Otu6641,fun.s__Paecilomyces_sp_MD201,bac.Otu5798,bac.Otu6188,bac.Otu6448,bac.Otu4451,fun.unknown_p__Ascomycota_OTU_7,bac.Otu5172,bac.Otu4677,bac.Otu4727,bac.Otu5912,bac.Otu5899,bac.Otu6575,bac.Otu5660,bac.Otu6677,bac.Otu6353,bac.Otu6586,fun.unknown_o__Pleosporales_OTU_163,fun.unknown_fungi_OTU_354,fun.unknown_p__Ascomycota_OTU_94,bac.Otu4431,bac.Otu6195,bac.Otu6231,fun.s_g__Gibberella_unc,bac.Otu6697,bac.Otu6746,bac.Otu4083,fun.s__uncultured_Phialophora,fun.unknown_c__Sordariomycetes_OTU_55,bac.Otu6568,bac.Otu6360,bac.Otu0728,bac.Otu4285,bac.Otu3880,bac.Otu6719,fun.s_g__Phialophora_unc,bac.Otu6704,bac.Otu6430,bac.Otu6663,bac.Otu6664,bac.Otu5087,bac.Otu6434,bac.Otu6684,bac.Otu6267,bac.Otu6062,fun.s__Heydenia_alpina,bac.Otu4807,fun.s__Mortierella_amoeboidea,bac.Otu6620,fun.s__soil_fungal_sp_SA9_6,fun.unknown_p__Ascomycota_OTU_203,bac.Otu5315,fun.unknown_fungi_OTU_112,fun.unknown_p__Ascomycota_OTU_959,bac.Otu6165,bac.Otu4668,bac.Otu0852,fun.unknown_c__Eurotiomycetes_OTU_4,bac.Otu6624,fun.s__Helotiales_sp_CWG_F5_E16,fun.unknown_o__Chaetothyriales_OTU_3,bac.Otu6342,fun.s_g__Davidiella_unc,bac.Otu6690,bac.Otu4020,fun.unknown_p__Ascomycota_OTU_114,fun.unknown_p__Ascomycota_OTU_778,bac.Otu6021,bac.Otu5100,fun.unknown_p__Ascomycota_OTU_392,fun.unknown_p__Ascomycota_OTU_185,bac.Otu6338,bac.Otu5378,bac.Otu5349,fun.unknown_fungi_OTU_7,bac.Otu3650,fun.unknown_p__Ascomycota_OTU_260,fun.s__Pleosporales_sp_REF125,bac.Otu6671,fun.unknown_p__Ascomycota_OTU_134,bac.Otu4977,bac.Otu6404,fun.s__Phialophora_europaea,bac.Otu2777,bac.Otu4175,fun.unknown_fungi_OTU_282,fun.unknown_p__Ascomycota_OTU_331,bac.Otu6648,fun.s_g__Preussia_unc,bac.Otu6682,fun.s__uncultured_Lasiosphaeriaceae,fun.s__Fusarium_sp_CP_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,closeness,hellinger,both,spearman,7,brome_total_bad_removed-7.csv,brome_total_bad_removed.csv,graph_centrality,3,196056.6782,4,128,0.2,TRUE,bac.Otu5330,bac.Otu6078,bac.Otu5711,fun.s__Gibberella_sp_SB5_2,bac.Otu6532,bac.Otu4238,fun.s__Exophiala_sp_KL_2011f,bac.Otu5270,bac.Otu5222,bac.Otu6264,bac.Otu6520,bac.Otu3097,fun.unknown_p__Ascomycota_OTU_5,bac.Otu5714,bac.Otu6245,bac.Otu6283,bac.Otu6602,bac.Otu4350,bac.Otu5588,bac.Otu6413,bac.Otu6390,bac.Otu5737,bac.Otu4477,fun.s__oat_root_associated_euascomycete_00015,bac.Otu6569,bac.Otu6311,bac.Otu5515,bac.Otu6747,bac.Otu5981,bac.Otu3121,bac.Otu3874,bac.Otu6544,bac.Otu6491,fun.s__Thelebolus_globosus,bac.Otu6641,bac.Otu4383,fun.s__Myrmecridium_schulzeri,fun.s__Paecilomyces_sp_MD201,bac.Otu6188,bac.Otu5798,bac.Otu6448,bac.Otu4451,bac.Otu5172,fun.unknown_p__Ascomycota_OTU_7,bac.Otu4677,bac.Otu4727,bac.Otu5912,bac.Otu5899,bac.Otu6575,bac.Otu5660,bac.Otu6677,bac.Otu6353,bac.Otu6586,fun.unknown_o__Pleosporales_OTU_163,fun.unknown_fungi_OTU_354,fun.unknown_p__Ascomycota_OTU_94,bac.Otu4431,bac.Otu6195,bac.Otu6231,fun.s_g__Gibberella_unc,bac.Otu6697,fun.unknown_c__Sordariomycetes_OTU_55,bac.Otu6746,bac.Otu4083,fun.s__uncultured_Phialophora,bac.Otu6568,bac.Otu6360,bac.Otu0728,bac.Otu4285,bac.Otu3880,fun.s_g__Phialophora_unc,bac.Otu6704,bac.Otu6719,bac.Otu6663,bac.Otu6664,bac.Otu6430,bac.Otu5087,bac.Otu6684,bac.Otu6434,fun.unknown_p__Ascomycota_OTU_203,bac.Otu6062,fun.s__Heydenia_alpina,bac.Otu6267,fun.s__soil_fungal_sp_SA9_6,fun.unknown_fungi_OTU_112,fun.s__Mortierella_amoeboidea,bac.Otu6620,fun.unknown_c__Eurotiomycetes_OTU_4,bac.Otu5315,bac.Otu6165,fun.unknown_p__Ascomycota_OTU_959,bac.Otu4668,bac.Otu4807,bac.Otu0852,bac.Otu6624,fun.s__Helotiales_sp_CWG_F5_E16,fun.unknown_o__Chaetothyriales_OTU_3,bac.Otu6342,fun.s_g__Davidiella_unc,bac.Otu6690,bac.Otu4020,fun.unknown_p__Ascomycota_OTU_114,bac.Otu5100,fun.unknown_p__Ascomycota_OTU_778,bac.Otu6021,fun.unknown_p__Ascomycota_OTU_185,fun.unknown_p__Ascomycota_OTU_392,bac.Otu6338,bac.Otu5378,bac.Otu5349,fun.unknown_fungi_OTU_7,fun.s__Pleosporales_sp_REF125,bac.Otu6671,bac.Otu3650,fun.unknown_p__Ascomycota_OTU_134,fun.unknown_p__Ascomycota_OTU_260,bac.Otu4977,fun.s__Phialophora_europaea,bac.Otu6404,bac.Otu2777,bac.Otu4175,fun.unknown_fungi_OTU_282,fun.s__Fusarium_sp_CP_15,bac.Otu6648,fun.unknown_p__Ascomycota_OTU_331,fun.s_g_f__Davidiellaceae_unc_unc,bac.Otu6682,fun.s__uncultured_Lasiosphaeriaceae,fun.s_g__Preussia_unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,closeness,hellinger,both,spearman,8,brome_total_bad_removed-8.csv,brome_total_bad_removed.csv,graph_centrality,3,30833.38857,16,128,0.2,TRUE,bac.Otu5330,bac.Otu6078,bac.Otu5711,fun.s__Gibberella_sp_SB5_2,bac.Otu6532,fun.s__Exophiala_sp_KL_2011f,bac.Otu5270,bac.Otu4238,bac.Otu5222,bac.Otu6264,bac.Otu6520,bac.Otu3097,bac.Otu6283,bac.Otu5714,fun.unknown_p__Ascomycota_OTU_5,bac.Otu6602,bac.Otu6245,bac.Otu4350,bac.Otu5588,bac.Otu6390,bac.Otu6413,bac.Otu5737,bac.Otu4477,fun.s__oat_root_associated_euascomycete_00015,bac.Otu5515,bac.Otu6569,bac.Otu6311,bac.Otu6747,bac.Otu3121,bac.Otu6544,bac.Otu3874,bac.Otu5981,bac.Otu6491,fun.s__Thelebolus_globosus,bac.Otu6641,bac.Otu4383,fun.s__Myrmecridium_schulzeri,bac.Otu4451,fun.s__Paecilomyces_sp_MD201,bac.Otu5798,fun.unknown_p__Ascomycota_OTU_7,bac.Otu6448,bac.Otu6188,bac.Otu5172,bac.Otu4677,bac.Otu5912,bac.Otu6353,bac.Otu4727,bac.Otu6575,bac.Otu5899,bac.Otu5660,bac.Otu6677,fun.unknown_o__Pleosporales_OTU_163,fun.unknown_fungi_OTU_354,bac.Otu6586,fun.unknown_p__Ascomycota_OTU_94,bac.Otu6195,bac.Otu4431,bac.Otu6231,fun.s_g__Gibberella_unc,bac.Otu6697,fun.unknown_c__Sordariomycetes_OTU_55,fun.s__uncultured_Phialophora,bac.Otu6746,bac.Otu4083,bac.Otu6360,bac.Otu6568,bac.Otu3880,bac.Otu0728,bac.Otu4285,bac.Otu6719,bac.Otu6704,fun.s_g__Phialophora_unc,bac.Otu6663,bac.Otu6430,bac.Otu6664,bac.Otu5087,bac.Otu6062,bac.Otu6434,bac.Otu6684,fun.s__Heydenia_alpina,bac.Otu6267,bac.Otu6620,fun.s__Mortierella_amoeboidea,fun.s__soil_fungal_sp_SA9_6,bac.Otu4807,bac.Otu5315,fun.unknown_p__Ascomycota_OTU_203,fun.unknown_fungi_OTU_112,fun.unknown_c__Eurotiomycetes_OTU_4,bac.Otu6165,bac.Otu4668,bac.Otu6342,bac.Otu0852,fun.s__Helotiales_sp_CWG_F5_E16,fun.unknown_p__Ascomycota_OTU_959,fun.s_g__Davidiella_unc,fun.unknown_o__Chaetothyriales_OTU_3,bac.Otu6624,bac.Otu4020,fun.unknown_p__Ascomycota_OTU_114,bac.Otu5100,bac.Otu6690,bac.Otu6021,fun.unknown_p__Ascomycota_OTU_778,fun.unknown_p__Ascomycota_OTU_185,fun.unknown_p__Ascomycota_OTU_392,bac.Otu6338,fun.unknown_fungi_OTU_7,bac.Otu2777,fun.s__Pleosporales_sp_REF125,bac.Otu5349,fun.unknown_p__Ascomycota_OTU_134,bac.Otu6671,bac.Otu3650,fun.unknown_p__Ascomycota_OTU_260,bac.Otu5378,bac.Otu4977,fun.unknown_fungi_OTU_282,fun.s_g_f__Davidiellaceae_unc_unc,fun.unknown_p__Ascomycota_OTU_331,bac.Otu4175,bac.Otu6682,bac.Otu6404,bac.Otu6626,fun.s__Phialophora_europaea,fun.s__Hygrocybe_persistens,fun.s_g__Preussia_unc,fun.s__uncultured_Lasiosphaeriaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
