"","x","y"
"1",1,0.542237061769616
"2",2,0.521869782971619
"3",3,0.410350584307179
"4",4,0.376627712854758
"5",5,0.375626043405676
"6",6,0.361936560934891
"7",7,0.36126878130217
"8",8,0.359599332220367
"9",9,0.359265442404007
"10",10,0.346243739565943
"11",11,0.330884808013356
"12",12,0.307178631051753
"13",13,0.303171953255426
"14",14,0.299165275459098
"15",15,0.289816360601002
"16",16,0.28914858096828
"17",17,0.28347245409015
"18",18,0.280133555926544
"19",19,0.267445742904841
"20",20,0.264106844741235
"21",21,0.253756260434057
"22",22,0.251085141903172
"23",23,0.24440734557596
"24",24,0.241736227045075
"25",25,0.235726210350584
"26",26,0.232387312186978
"27",27,0.230717863105175
"28",28,0.230383973288815
"29",29,0.22771285475793
"30",30,0.226377295492487
"31",31,0.22237061769616
"32",32,0.2220367278798
"33",33,0.218697829716194
"34",34,0.210684474123539
"35",35,0.207011686143573
"36",36,0.195325542570952
"37",37,0.189983305509182
"38",38,0.187646076794658
"39",39,0.184641068447412
"40",40,0.180634390651085
"41",41,0.180300500834725
"42",42,0.174958263772955
"43",43,0.172954924874791
"44",44,0.170283806343907
"45",45,0.163272120200334
"46",46,0.162938230383973
"47",47,0.159933222036728
"48",48,0.156928213689482
"49",49,0.154924874791319
"50",50,0.154924874791319
"51",51,0.154257095158598
"52",52,0.14991652754591
"53",53,0.149582637729549
"54",54,0.140901502504174
"55",55,0.139899833055092
"56",56,0.139232053422371
"57",57,0.136560934891486
"58",58,0.135893155258765
"59",59,0.13355592654424
"60",60,0.130550918196995
"61",61,0.129883138564274
"62",62,0.128881469115192
"63",63,0.124874791318865
"64",64,0.123205342237062
"65",65,0.115525876460768
"66",66,0.11085141903172
"67",67,0.109515859766277
"68",68,0.108848080133556
"69",69,0.100500834724541
"70",70,0.10016694490818
"71",71,0.0998330550918197
"72",72,0.0998330550918197
"73",73,0.0994991652754591
"74",74,0.0994991652754591
"75",75,0.0984974958263773
"76",76,0.0971619365609349
"77",77,0.0964941569282137
"78",78,0.0941569282136895
"79",79,0.0938230383973289
"80",80,0.0934891485809683
"81",81,0.0918196994991653
"82",82,0.0914858096828047
"83",83,0.0898163606010017
"84",84,0.0898163606010017
"85",85,0.0894824707846411
"86",86,0.0891485809682805
"87",87,0.0891485809682805
"88",88,0.0888146911519199
"89",89,0.0888146911519199
"90",90,0.0888146911519199
"91",91,0.0884808013355593
"92",92,0.0884808013355593
"93",93,0.0881469115191987
"94",94,0.0878130217028381
"95",95,0.0861435726210351
"96",96,0.0854757929883139
"97",97,0.0841402337228715
"98",98,0.0841402337228715
"99",99,0.0838063439065109
"100",100,0.0831385642737897
"101",101,0.082804674457429
"102",102,0.0818030050083473
"103",103,0.0818030050083473
"104",104,0.081135225375626
"105",105,0.0808013355592654
"106",106,0.0808013355592654
"107",107,0.0804674457429048
"108",108,0.07779632721202
"109",109,0.0774624373956594
"110",110,0.0774624373956594
"111",111,0.0771285475792988
"112",112,0.0767946577629382
"113",113,0.0754590984974958
"114",114,0.0747913188647746
"115",115,0.074457429048414
"116",116,0.072787979966611
"117",117,0.072787979966611
"118",118,0.0724540901502504
"119",119,0.0721202003338898
"120",120,0.0714524207011686
"121",121,0.0701168614357262
"122",122,0.069449081803005
"123",123,0.069449081803005
"124",124,0.069449081803005
"125",125,0.0691151919866444
"126",126,0.0687813021702838
"127",127,0.0671118530884808
"128",128,0.0671118530884808
"129",129,0.066110183639399
"130",130,0.066110183639399
"131",131,0.0657762938230384
"132",132,0.064440734557596
"133",133,0.0637729549248748
"134",134,0.0634390651085142
"135",135,0.0631051752921536
"136",136,0.062771285475793
"137",137,0.062771285475793
"138",138,0.0624373956594324
"139",139,0.0621035058430718
"140",140,0.06110183639399
"141",141,0.0607679465776294
"142",142,0.0607679465776294
"143",143,0.0607679465776294
"144",144,0.0604340567612688
"145",145,0.0604340567612688
"146",146,0.0597662771285476
"147",147,0.0584307178631052
"148",148,0.0574290484140234
"149",149,0.0567612687813022
"150",150,0.0567612687813022
"151",151,0.0567612687813022
"152",152,0.0564273789649416
"153",153,0.056093489148581
"154",154,0.056093489148581
"155",155,0.056093489148581
"156",156,0.0554257095158598
"157",157,0.0547579298831386
"158",158,0.0547579298831386
"159",159,0.0547579298831386
"160",160,0.0540901502504174
"161",161,0.0540901502504174
"162",162,0.0537562604340568
"163",163,0.0530884808013356
"164",164,0.052754590984975
"165",165,0.052754590984975
"166",166,0.052754590984975
"167",167,0.0524207011686144
"168",168,0.0524207011686144
"169",169,0.0520868113522538
"170",170,0.0520868113522538
"171",171,0.0514190317195326
"172",172,0.051085141903172
"173",173,0.051085141903172
"174",174,0.0500834724540902
"175",175,0.0500834724540902
"176",176,0.0500834724540902
"177",177,0.0490818030050083
"178",178,0.0487479131886477
"179",179,0.0484140233722871
"180",180,0.0484140233722871
"181",181,0.0484140233722871
"182",182,0.0484140233722871
"183",183,0.0480801335559265
"184",184,0.0474123539232053
"185",185,0.0474123539232053
"186",186,0.0470784641068447
"187",187,0.0460767946577629
"188",188,0.0457429048414023
"189",189,0.0457429048414023
"190",190,0.0457429048414023
"191",191,0.0454090150250417
"192",192,0.0454090150250417
"193",193,0.0450751252086811
"194",194,0.0450751252086811
"195",195,0.0447412353923205
"196",196,0.0444073455759599
"197",197,0.0444073455759599
"198",198,0.0430717863105175
"199",199,0.0430717863105175
"200",200,0.0430717863105175
"201",201,0.0430717863105175
"202",202,0.0424040066777963
"203",203,0.0424040066777963
"204",204,0.0424040066777963
"205",205,0.0424040066777963
"206",206,0.0420701168614357
"207",207,0.0420701168614357
"208",208,0.0417362270450751
"209",209,0.0417362270450751
"210",210,0.0417362270450751
"211",211,0.0417362270450751
"212",212,0.0417362270450751
"213",213,0.0417362270450751
"214",214,0.0414023372287145
"215",215,0.0414023372287145
"216",216,0.0414023372287145
"217",217,0.0404006677796327
"218",218,0.0404006677796327
"219",219,0.0400667779632721
"220",220,0.0400667779632721
"221",221,0.0400667779632721
"222",222,0.0400667779632721
"223",223,0.0400667779632721
"224",224,0.0397328881469115
"225",225,0.0397328881469115
"226",226,0.0393989983305509
"227",227,0.0393989983305509
"228",228,0.0393989983305509
"229",229,0.0390651085141903
"230",230,0.0390651085141903
"231",231,0.0387312186978297
"232",232,0.0387312186978297
"233",233,0.0387312186978297
"234",234,0.0387312186978297
"235",235,0.0383973288814691
"236",236,0.0383973288814691
"237",237,0.0383973288814691
"238",238,0.0383973288814691
"239",239,0.0383973288814691
"240",240,0.0380634390651085
"241",241,0.0380634390651085
"242",242,0.0380634390651085
"243",243,0.0380634390651085
"244",244,0.0380634390651085
"245",245,0.0377295492487479
"246",246,0.0373956594323873
"247",247,0.0373956594323873
"248",248,0.0373956594323873
"249",249,0.0373956594323873
"250",250,0.0373956594323873
"251",251,0.0373956594323873
"252",252,0.0370617696160267
"253",253,0.0370617696160267
"254",254,0.0367278797996661
"255",255,0.0367278797996661
"256",256,0.0367278797996661
"257",257,0.0367278797996661
"258",258,0.0367278797996661
"259",259,0.0363939899833055
"260",260,0.0363939899833055
"261",261,0.0363939899833055
"262",262,0.0363939899833055
"263",263,0.0360601001669449
"264",264,0.0360601001669449
"265",265,0.0357262103505843
"266",266,0.0357262103505843
"267",267,0.0353923205342237
"268",268,0.0353923205342237
"269",269,0.0353923205342237
"270",270,0.0350584307178631
"271",271,0.0350584307178631
"272",272,0.0350584307178631
"273",273,0.0350584307178631
"274",274,0.0347245409015025
"275",275,0.0347245409015025
"276",276,0.0347245409015025
"277",277,0.0347245409015025
"278",278,0.0347245409015025
"279",279,0.0347245409015025
"280",280,0.0343906510851419
"281",281,0.0343906510851419
"282",282,0.0343906510851419
"283",283,0.0343906510851419
"284",284,0.0340567612687813
"285",285,0.0340567612687813
"286",286,0.0340567612687813
"287",287,0.0340567612687813
"288",288,0.0340567612687813
"289",289,0.0340567612687813
"290",290,0.0337228714524207
"291",291,0.0337228714524207
"292",292,0.0337228714524207
"293",293,0.0333889816360601
"294",294,0.0330550918196995
"295",295,0.0327212020033389
"296",296,0.0327212020033389
"297",297,0.0323873121869783
"298",298,0.0320534223706177
"299",299,0.0317195325542571
"300",300,0.0317195325542571
"301",301,0.0317195325542571
"302",302,0.0317195325542571
"303",303,0.0313856427378965
"304",304,0.0313856427378965
"305",305,0.0313856427378965
"306",306,0.0313856427378965
"307",307,0.0313856427378965
"308",308,0.0310517529215359
"309",309,0.0310517529215359
"310",310,0.0310517529215359
"311",311,0.0310517529215359
"312",312,0.0310517529215359
"313",313,0.0310517529215359
"314",314,0.0310517529215359
"315",315,0.0307178631051753
"316",316,0.0307178631051753
"317",317,0.0307178631051753
"318",318,0.0307178631051753
"319",319,0.0303839732888147
"320",320,0.0303839732888147
"321",321,0.0303839732888147
"322",322,0.0303839732888147
"323",323,0.0300500834724541
"324",324,0.0300500834724541
"325",325,0.0300500834724541
"326",326,0.0300500834724541
"327",327,0.0300500834724541
"328",328,0.0300500834724541
"329",329,0.0300500834724541
"330",330,0.0297161936560935
"331",331,0.0297161936560935
"332",332,0.0297161936560935
"333",333,0.0297161936560935
"334",334,0.0297161936560935
"335",335,0.0297161936560935
"336",336,0.0297161936560935
"337",337,0.0297161936560935
"338",338,0.0293823038397329
"339",339,0.0293823038397329
"340",340,0.0293823038397329
"341",341,0.0293823038397329
"342",342,0.0290484140233723
"343",343,0.0290484140233723
"344",344,0.0290484140233723
"345",345,0.0290484140233723
"346",346,0.0287145242070117
"347",347,0.0287145242070117
"348",348,0.0287145242070117
"349",349,0.0287145242070117
"350",350,0.0287145242070117
"351",351,0.0283806343906511
"352",352,0.0283806343906511
"353",353,0.0283806343906511
"354",354,0.0280467445742905
"355",355,0.0280467445742905
"356",356,0.0280467445742905
"357",357,0.0280467445742905
"358",358,0.0280467445742905
"359",359,0.0277128547579299
"360",360,0.0277128547579299
"361",361,0.0277128547579299
"362",362,0.0277128547579299
"363",363,0.0277128547579299
"364",364,0.0277128547579299
"365",365,0.0277128547579299
"366",366,0.0273789649415693
"367",367,0.0273789649415693
"368",368,0.0273789649415693
"369",369,0.0273789649415693
"370",370,0.0273789649415693
"371",371,0.0273789649415693
"372",372,0.0273789649415693
"373",373,0.0273789649415693
"374",374,0.0270450751252087
"375",375,0.0270450751252087
"376",376,0.0270450751252087
"377",377,0.0270450751252087
"378",378,0.0270450751252087
"379",379,0.0270450751252087
"380",380,0.0270450751252087
"381",381,0.0267111853088481
"382",382,0.0267111853088481
"383",383,0.0267111853088481
"384",384,0.0267111853088481
"385",385,0.0267111853088481
"386",386,0.0267111853088481
"387",387,0.0263772954924875
"388",388,0.0263772954924875
"389",389,0.0263772954924875
"390",390,0.0263772954924875
"391",391,0.0263772954924875
"392",392,0.0263772954924875
"393",393,0.0263772954924875
"394",394,0.0263772954924875
"395",395,0.0263772954924875
"396",396,0.0260434056761269
"397",397,0.0260434056761269
"398",398,0.0260434056761269
"399",399,0.0257095158597663
"400",400,0.0257095158597663
"401",401,0.0257095158597663
"402",402,0.0257095158597663
"403",403,0.0257095158597663
"404",404,0.0257095158597663
"405",405,0.0257095158597663
"406",406,0.0257095158597663
"407",407,0.0257095158597663
"408",408,0.0253756260434057
"409",409,0.0253756260434057
"410",410,0.0253756260434057
"411",411,0.0253756260434057
"412",412,0.0253756260434057
"413",413,0.0250417362270451
"414",414,0.0250417362270451
"415",415,0.0250417362270451
"416",416,0.0247078464106845
"417",417,0.0247078464106845
"418",418,0.0247078464106845
"419",419,0.0247078464106845
"420",420,0.0247078464106845
"421",421,0.0247078464106845
"422",422,0.0247078464106845
"423",423,0.0247078464106845
"424",424,0.0247078464106845
"425",425,0.0247078464106845
"426",426,0.0247078464106845
"427",427,0.0247078464106845
"428",428,0.0247078464106845
"429",429,0.0247078464106845
"430",430,0.0247078464106845
"431",431,0.0243739565943239
"432",432,0.0243739565943239
"433",433,0.0243739565943239
"434",434,0.0243739565943239
"435",435,0.0243739565943239
"436",436,0.0243739565943239
"437",437,0.0240400667779633
"438",438,0.0240400667779633
"439",439,0.0240400667779633
"440",440,0.0240400667779633
"441",441,0.0240400667779633
"442",442,0.0240400667779633
"443",443,0.0240400667779633
"444",444,0.0240400667779633
"445",445,0.0237061769616027
"446",446,0.0237061769616027
"447",447,0.0237061769616027
"448",448,0.0237061769616027
"449",449,0.0233722871452421
"450",450,0.0233722871452421
"451",451,0.0233722871452421
"452",452,0.0233722871452421
"453",453,0.0230383973288815
"454",454,0.0230383973288815
"455",455,0.0230383973288815
"456",456,0.0230383973288815
"457",457,0.0230383973288815
"458",458,0.0230383973288815
"459",459,0.0230383973288815
"460",460,0.0230383973288815
"461",461,0.0230383973288815
"462",462,0.0227045075125209
"463",463,0.0227045075125209
"464",464,0.0227045075125209
"465",465,0.0227045075125209
"466",466,0.0227045075125209
"467",467,0.0227045075125209
"468",468,0.0227045075125209
"469",469,0.0223706176961603
"470",470,0.0223706176961603
"471",471,0.0223706176961603
"472",472,0.0223706176961603
"473",473,0.0223706176961603
"474",474,0.0223706176961603
"475",475,0.0223706176961603
"476",476,0.0223706176961603
"477",477,0.0223706176961603
"478",478,0.0220367278797997
"479",479,0.0220367278797997
"480",480,0.0220367278797997
"481",481,0.0220367278797997
"482",482,0.0220367278797997
"483",483,0.0220367278797997
"484",484,0.0220367278797997
"485",485,0.0220367278797997
"486",486,0.0220367278797997
"487",487,0.0220367278797997
"488",488,0.0217028380634391
"489",489,0.0217028380634391
"490",490,0.0217028380634391
"491",491,0.0217028380634391
"492",492,0.0217028380634391
"493",493,0.0217028380634391
"494",494,0.0217028380634391
"495",495,0.0217028380634391
"496",496,0.0217028380634391
"497",497,0.0213689482470785
"498",498,0.0213689482470785
"499",499,0.0213689482470785
"500",500,0.0213689482470785
"501",501,0.0213689482470785
"502",502,0.0213689482470785
"503",503,0.0213689482470785
"504",504,0.0213689482470785
"505",505,0.0210350584307179
"506",506,0.0210350584307179
"507",507,0.0210350584307179
"508",508,0.0210350584307179
"509",509,0.0210350584307179
"510",510,0.0210350584307179
"511",511,0.0210350584307179
"512",512,0.0210350584307179
"513",513,0.0210350584307179
"514",514,0.0210350584307179
"515",515,0.0210350584307179
"516",516,0.0207011686143573
"517",517,0.0207011686143573
"518",518,0.0207011686143573
"519",519,0.0207011686143573
"520",520,0.0207011686143573
"521",521,0.0207011686143573
"522",522,0.0207011686143573
"523",523,0.0207011686143573
"524",524,0.0207011686143573
"525",525,0.0203672787979967
"526",526,0.0203672787979967
"527",527,0.0203672787979967
"528",528,0.0203672787979967
"529",529,0.0203672787979967
"530",530,0.0203672787979967
"531",531,0.0203672787979967
"532",532,0.0200333889816361
"533",533,0.0200333889816361
"534",534,0.0200333889816361
"535",535,0.0200333889816361
"536",536,0.0200333889816361
"537",537,0.0200333889816361
"538",538,0.0200333889816361
"539",539,0.0200333889816361
"540",540,0.0196994991652755
"541",541,0.0196994991652755
"542",542,0.0196994991652755
"543",543,0.0196994991652755
"544",544,0.0196994991652755
"545",545,0.0196994991652755
"546",546,0.0196994991652755
"547",547,0.0196994991652755
"548",548,0.0196994991652755
"549",549,0.0196994991652755
"550",550,0.0196994991652755
"551",551,0.0196994991652755
"552",552,0.0196994991652755
"553",553,0.0193656093489149
"554",554,0.0193656093489149
"555",555,0.0193656093489149
"556",556,0.0193656093489149
"557",557,0.0193656093489149
"558",558,0.0193656093489149
"559",559,0.0193656093489149
"560",560,0.0193656093489149
"561",561,0.0193656093489149
"562",562,0.0193656093489149
"563",563,0.0193656093489149
"564",564,0.0193656093489149
"565",565,0.0193656093489149
"566",566,0.0193656093489149
"567",567,0.0193656093489149
"568",568,0.0190317195325543
"569",569,0.0190317195325543
"570",570,0.0190317195325543
"571",571,0.0190317195325543
"572",572,0.0190317195325543
"573",573,0.0190317195325543
"574",574,0.0190317195325543
"575",575,0.0190317195325543
"576",576,0.0190317195325543
"577",577,0.0190317195325543
"578",578,0.0186978297161937
"579",579,0.0186978297161937
"580",580,0.0186978297161937
"581",581,0.0186978297161937
